memorability_score;reprentativeness_score;sentence
12.18205923;0.032783231787190295;Will get back to you.
12.191776399999998;0.06510831395338634;Will be a while.
12.2169697;0.03860207661730099;Who is this?
12.2229645;0.02496440719675946;I thought so.
12.227973800000001;0.020094503167613666;I left a message.
12.23180923;0.03559572982682913;See you next week.
12.2418449;0.047890457663667126;Go for the dollars.
12.24952;0.02166055356051731;She just came.
12.263939999999998;0.021626600782610278;Where are you?
12.289503;0.026582831088413715;This is fun!
12.3042261;0.0592235539542729;I vote for the latter.
12.3103464;0.0688336952107624;See you on Friday.
12.3145551;0.05282693258447573;What is going on?
12.338777499999999;0.03904138064492792;Florida is great.
12.339479999999998;0.04753470525056658;What is wrong?
12.3709068;0.06574904417010462;its not working very well.
12.3905645;0.07098596902196994;What a crazy day.
12.3933325;0.07246997819287243;I agree with Morris
12.4352967;0.07135021135548945;We are having fun.
12.443176699999999;0.07151488129667811;I hoped you did.
12.4797615;0.009867608110205347;Going well here.
12.5018545;0.043566345324039864;See you later.
12.503577199999999;0.04605515594627943;Thanks for the surprise.
12.504033;0.025825573676086067;See you then.
12.504190000000001;0.02081013393687434;Is that OK?
12.5062467;0.07278088006749739;That was so sweet.
12.52191;0.0654593212656309;Sorry for the delay.
12.5240997;0.038009258118420715;Not even close.
12.53941;0.07779504871095744;They have capacity now.
12.541166;0.047097555714261316;See you Monday.
12.5609682;0.052557528065237474;Not just 1 to 2.
12.5677645;0.0746129625885521;Are you in today?
12.577739699999999;0.037758909509117033;Thanks for note.
12.5898145;0.07501052867476367;Have a good trip.
12.5986082;0.05347254354496462;This seems fine to me.
12.6037467;0.07454633491978939;Sounds good to me.
12.6068532;0.0553543993021953;She has the game tomorrow.
12.614750399999998;0.0616779313317421;Travis is in charge.
12.631928299999998;0.0797024917604223;I told you silly.
12.6433453;0.07935329951157344;How is it going?
12.644373000000002;0.02508847839806567;Is it far?
12.6522464;0.08013279351527201;This is good I think.
12.6612297;0.01339549336354888;I will not be available.
12.664928199999999;0.05504704670107562;You hang in there too.
12.673406;0.04715168432868815;3 - true.
12.6786426;0.06005340625722728;How are things with you?
12.6841867;0.07581575655915783;I hope you went.
12.6897545;0.07665037084063306;What a nice note.
12.6974176;0.07321216216690515;What is the cost issue?
12.703728299999998;0.047788133089314955;What a jerk.
12.7186416;0.06538576839587533;Yes, I will do so.
12.723070400000001;0.06428510497329476;I am trying again.
12.726912429999999;0.03192194686727416;This looks fine with me.
12.7281783;0.0476945016991714;Should be fine.
12.746506;0.04648471835956242;I will if I want to.
12.7588337;0.03810534082873176;I can return earlier.
12.798019700000001;0.03630322168759881;Yes I did.
12.8082484;0.0473183433957787;Thanks for all you are doing
12.8120433;0.054083615223532513;That would be a good idea.
12.8149553;0.08229548846538443;Have a great trip.
12.827805999999999;0.055449952212155006;I have a favor to ask.
12.8293272;0.05299945551285631;Have a good weekend.
12.83079353;0.029201827898223707;Today has been hard for me.
12.83953;0.0687401833524123;Thanks for your offer.
12.843153299999999;0.0844573977330208;I am fine with this.
12.8471189;0.05729781470362491;I would like to discuss.
12.849673;0.02370600674540398;Is it bad?
12.851597599999998;0.07844555770881188;Then they should go home.
12.85237;0.04032161911979955;Did you get this?
12.853569499999999;0.08418303771944308;Well be back Sunday.
12.855458899999999;0.04365961309825113;Thanks for checking
12.8565;0.0020109305141258298;Are you OK?
12.8592729;0.06432706669568401;Hang in there guys.
12.873392899999999;0.06438348679680893;What are the units?
12.883403000000001;0.023448089591177623;Thanks good job.
12.8992;0.001963645256934084;Im on 6.
12.917245999999999;0.05273544249542937;Both of us are still here.
12.929714500000001;0.0408705244928123;Is it over?
12.933183399999999;0.04133147700258309;All the kids were cute.
12.93978427;0.025560151891925995;Take what you can get.
12.94941;0.016688540044985753;Ill get you one.
12.9520403;0.08215581793898984;I am walking in now.
12.969724199999998;0.05860022507790906;He says he has some ideas.
12.978467199999999;0.05571713435388711;Have a good evening.
12.9794153;0.08427216512192041;Nice weather for it.
12.988636399999999;0.0848524809519874;John Millar to report.
12.992410199999998;0.0462933460033308;I will be thinking of you.
12.9952689;0.07540710797069165;Zero to five percent.
12.998911499999998;0.05548642298712314;I went to see a doctor.
13.0028352;0.038660324493365705;I was planning to attend.
13.00477;0.052677367650812996;Thank you for your call.
13.010001;0.002603618814129094;It is not surprising.
13.018006699999999;0.0790808452195226;What do you think?
13.0470233;0.0903842384244781;I have been working those.
13.0473271;0.06558922867750983;What is the purpose of this?
13.048264499999998;0.028131516033415082;Tomorrow is fine
13.052026399999999;0.08571080918869438;Weather is bad here.
13.055287499999999;0.07003153392685307;Because there is traffic.
13.0610245;0.039487643848337785;Are you there?
13.06555353;0.029868311117553725;Why do you ask?
13.0655831;0.06344575352653417;I will call when I can.
13.067453;0.021381549597496843;What are you up to with Vince
13.0694983;0.04525180810184828;Did that happen?
13.0776249;0.06697787517276531;We are all fragile.
13.0877942;0.0873686568832032;The troops just walked in.
13.096599999999999;0.01624752162159947;What did Mark say?
13.098774500000001;0.08029843664430648;I agree with Jim.
13.1011329;0.026490146585243405;The only change would be the date.
13.118459999999999;0.01617096062043605;What does held mean?
13.118663699999999;0.04350160786830174;Talk to you tomorrow.
13.1266795;0.02302988398142515;Any time Thursday.
13.1429645;0.03851246111104985;How was lunch?
13.1493;0.016723907437660883;Still tied up.
13.1533845;0.03838273390773594;Things are OK.
13.1534065;0.08586852583615087;Will follow up today.
13.154022900000001;0.06295537556771652;We will get you a copy.
13.1541751;0.0570206442049945;Moved to the 7th.
13.1584295;0.08768638325336787;We will keep trying.
13.1595415;0.06327238146115748;I will review them on Monday.
13.165824269999998;0.026444415028123697;Will you come get me?
13.186396199999999;0.0723985688456349;I tried that to no avail.
13.186650199999999;0.06919404199890912;I thought you were on 6.
13.1909191;0.10211161170080374;Little value to the pipes.
13.2193611;0.10462956153486662;Good to know it exists.
13.220676;0.04395097774943126;How are things?
13.238756799999999;0.10436208519756679;Thursday works better for me.
13.239999999999998;0.01600076306167083;Got your note.
13.2493064;0.08752494798395472;Thanks for your concern.
13.252596;0.03093569582992972;I think that is the right answer.
13.2539251;0.027307218274953745;I will be late on day one.
13.2614045;0.055615117441504824;If not can I call you?
13.26192;0.07969830939886918;I agree with Morris.
13.269089699999999;0.031252728532708746;Let me know.
13.270283599999999;0.08083740472623029;Are you going to call?
13.271305100000001;0.05634281028054359;Did we plan that?
13.2751082;0.06614718054102472;Are you back in town?
13.277530299999999;0.09633964260097688;I have 30 minutes then.
13.29035;0.0687059199762859;Just playing with you!
13.29658923;0.036090815659303596;Joel will handle this.
13.3014482;0.0664485758538927;Thanks again for your help.
13.3019919;0.05408946374032537;I got it, pal.
13.302302999999998;0.01970091634331383;Can you help?
13.30808923;0.03600614964107395;Well let you know.
13.314574499999999;0.05715425459432728;It reads like she is in.
13.3205676;0.07833039533328132;Jan has a lot of detail.
13.3283845;0.03603144249860963;Paige is gone.
13.32889502;0.023382956268334185;Can you help with this one?
13.334095999999999;0.06829783023414275;I heard it was at 5?
13.3359965;0.08054036014644356;I think there are three deals.
13.3433636;0.10911738181258761;This is all so unreal.
13.3434517;0.06223736668864698;I can look at it tonight.
13.347666799999999;0.09804871396606674;I am leaving the lake.
13.349706399999999;0.0879309338990792;Im on a plane.
13.3671455;0.1083395342380906;Thanks for all your support.
13.3835651;0.05541200294838506;What do you hear?
13.3845992;0.07886591205370048;Do you need to be there?
13.391773299999999;0.10183309801440417;Thanks see you at 4.
13.39225923;0.03533501584895894;Is she done yet?
13.3981329;0.07229592778640724;Is that enough for this week?
13.39838;0.11141089726928931;Email the consent to me.
13.3994913;0.08386291483030035;I have some more data coming.
13.4010501;0.08259809077378417;Just looking to gossip.
13.4119104;0.07487327879837527;I talked to Duran.
13.4133792;0.05423316984496627;Had a great meeting.
13.416904500000001;0.03473361771937348;Just sitting around.
13.42511;0.05346478463352256;I already deleted it.
13.428724500000001;0.02709562601804796;No surprise there.
13.4345015;0.006269427634027009;What about Jay?
13.4405691;0.1099234160444773;I do wish I knew.
13.440683199999999;0.08900529871491236;She has a web address.
13.4428533;0.10298385758233707;Neil has been asking around.
13.444304500000001;0.07923456139686921;Have a great day!
13.4468438;0.03626735743013033;It will probably be tomorrow.
13.4514967;0.11159015484676427;We will keep you posted.
13.463143299999999;0.08354609585404763;It better not be about me!
13.4648802;0.08382947591200449;I know several who work there.
13.4661647;0.03807129860154229;When do you have to be there?
13.4751292;0.08283067937714045;I think we are doing OK.
13.478109;0.027341988499255714;This is very sensitive.
13.4803185;0.04052123727352859;I can be there within the hour.
13.4805242;0.09633266671615912;Just wanted to touch base.
13.482356499999998;0.11012691253752628;Will call when I leave.
13.4830875;0.03698225138521322;Thanks I will.
13.4904268;0.10549891513397835;Do you need it today?
13.492499500000001;0.02045346895104857;I will be in the office tomorrow.
13.50365;0.028251022337220398;About 15 minutes.
13.5074068;0.10584524520057537;Are you being a baby?
13.5151904;0.07936028427630598;I am not aware of any.
13.5197045;0.04092378880245621;I will not be able to attend.
13.5216015;0.005906142664088291;DS and LS
13.5281091;0.11213191963277304;And leave my school alone.
13.5437938;0.0381406547443478;I will handle this afternoon.
13.5456533;0.11028838512792657;We just need a sitter.
13.563917100000001;0.06902082334994802;Milly is a seller.
13.565045699999999;0.08534247698565851;Thanks so much for the message.
13.568543599999998;0.08477615961670831;Thanks for your kind words.
13.573635099999999;0.02707563528100684;I will likely not be available.
13.580375799999999;0.0370378535296565;it will be very quiet all week.
13.584920499999999;0.05974669668438974;Hope your week is going well.
13.5930365;0.04166121000074915;We need to talk about this month.
13.5946132;0.09422524578314408;Perhaps there was a glitch.
13.6039195;0.08699827417848283;Im going to class.
13.6063996;0.010176585694685597;I mean make the move to the US.
13.611493;0.044442503352177115;Board meeting running long.
13.623405900000002;0.08508181176013029;Better than most recently.
13.63036;0.03529334221380507;Love to all, Kay.
13.632531199999999;0.0003541422222492895;For your information.
13.637018300000001;0.03736508460588113;Thanks for asking.
13.6391555;0.11720410918146322;Thanks for checking with me.
13.6467472;0.07800161797190172;I think this just happened Friday.
13.651053600000001;0.08535635835706458;Maybe you can leave early.
13.6604555;0.11777954777144829;John this message concerns me.
13.6634004;0.08485528530023365;What is the stock price doing?
13.6723729;0.08206378753908629;Are you in a good mood?
13.6802;0.012316505692135556;Two days when?
13.6845464;0.08671046702465983;Seems unusual to me.
13.68838877;0.039139220495645256;How soon do you need it?
13.690778199999999;0.0687835214840813;Can you help me here?
13.6945765;0.1144083102770004;John, thanks for the update.
13.69487;0.024429504704397267;I might have something at the office.
13.7030803;0.11123018300858507;November 14 works for me.
13.7036556;0.09892375115718977;Lets discuss in the morning.
13.70412;0.05488365692053654;Probably will be working.
13.7058696;0.03411680349409813;It has been very rough this week.
13.711103000000001;0.015525038976341042;Press release issued.
13.712682899999999;0.09144421667869052;Lets have this meeting today.
13.7180807;0.0650521340395551;$40M in by Tuesday.
13.7186589;0.09051099357937535;Hope you had a good weekend.
13.7215633;0.10748335597974609;Get with Mary for format.
13.74695234;0.02182378712223583;Are you on the diet with me?
13.7501104;0.08788287368602538;David - did it go out?
13.753499999999999;0.011702094475818945;Thai sounds good.
13.7556352;0.08378344751607733;Mostly a social call.
13.7565955;0.09824470611614063;So the language does have value.
13.757170200000001;0.09915627350610894;Ill call you in the morning.
13.7598;0.001039085917831897;Sorry about that!
13.7638793;0.04991099664916248;I think these will be just fine.
13.767836399999998;0.12030008021014167;I will resend to you.
13.778133299999999;0.10800614274425503;Are you going to apply?
13.778855199999999;0.03585536671167204;I will be there in 5 minutes.
13.7834703;0.05221250515189112;I would like to attend if so.
13.7839;0.011449072064480459;Let it rip.
13.784379000000001;0.01474263446666797;See you tomorrow.
13.7845671;0.1031699787736862;You have a nice holiday too.
13.788644079999997;0.0558873012994077;No need to send to FL.
13.791843799999999;0.10185618487721115;A letter is being sent today.
13.7980768;0.10995103305146531;Michael was great this AM.
13.7991472;0.046887315050284775;We can work with it either way.
13.811704500000001;0.024596392046757034;Still not resolved.
13.8135345;0.053156708592178116;I think those are the right dates.
13.824049899999999;0.10485098254921887;I like Nick and Everett.
13.8354591;0.05208167040298095;Thanks for taking the lead on this.
13.8357493;0.052591113238578714;Do you have a number for him?
13.841003;0.014191429812011741;Are you sure?
13.8430933;0.11839621944520819;Thanks, having a good time.
13.84543923;0.030399513305984966;Get with David Lund.
13.8503964;0.12152197931997628;Will give you more shortly.
13.8589579;0.01818634694138974;It has made a big difference.
13.8592205;0.06469229770885405;What is your issue sir?
13.8627015;0.004539201326307781;Get with Dot.
13.8654592;0.09853401404906931;We have lots of paper stuff.
13.8694797;0.05242357385613094;They may want to discuss with you.
13.8712292;0.05573769514772379;Still waiting on decision.
13.8761999;0.1060860267780218;I am getting home early.
13.8811895;0.09408716999711154;Lynn, got to the office OK.
13.8817472;0.04534022016799404;Even Michael was impressed.
13.882289700000001;0.02248685641148696;Got here early.
13.9252582;0.06818638545028936;Ive never worked with her.
13.9364062;0.058407843739033107;We are on a plane coming back.
13.937911;0.03551608464595561;We can have wine and catch up.
13.9400711;0.09714266674320404;I hope you are feeling better.
13.9459175;0.031137392007907695;J. Robert Collins
13.9559611;0.09790314653725526;It will all be public someday.
13.9633647;0.05502610319467496;Please send it to both of us.
13.9654852;0.08121962854810932;Lets discuss the charges.
13.9724045;0.02566947776753736;Nothing from Mom.
13.9727095;0.01926811850793163;I will take a look at this today.
13.9788064;0.0539834947354174;I have forwarded to Kelly.
13.987886699999999;0.06925529278428498;Need before board meeting.
13.989117499999999;0.030506530620086104;Got your message.
13.992722899999999;0.013431860831061952;Lisa now has everything.
13.993161599999999;0.11277134999688856;Michael said his day was rotten.
13.9961672;0.061674464534763974;Please set something up.
14.0020045;0.025171030019803274;Im still here.
14.0084461;0.12400915856348593;Will call later to explain.
14.0218818;0.06213065226962799;In a meeting with your guys now.
14.0401002;0.11298498946696357;Ill be thinking of you.
14.048706;0.03140281581780748;No, but thanks.
14.052521599999999;0.0219822690784007;Michael has his holiday performance.
14.0527091;0.1147722715863944;What will happen to this project?
14.0529706;0.015888919730295388;No obligation to pay.
14.0577696;0.0419738965671455;Let me know how I can help
14.0605706;0.015895039677872213;presumably so do you.
14.060691299999998;0.04020681437860853;I am out of town on business.
14.0720065;0.014540558711328158;We in the process of making a change.
14.0735251;0.09143887011136825;Mike is putting pressure on me.
14.07629923;0.052530583576381344;Neal, can you help with this?
14.0779783;0.06253507611616324;No there will be plenty of others.
14.0838553;0.052275503169015074;That was the discussion late last night
14.0931331;0.03735176877261677;Need you or John to step out.
14.1014815;0.12297245354504537;Tracey is coming next weekend.
14.107117500000001;0.028737196439228594;Depends on price.
14.11285;0.07608252642601833;Need to watch closely.
14.123474599999998;0.12246137129209361;I agreed terms with Greg.
14.123515199999998;0.06416629040060941;Is this the conference rate?
14.126324499999999;0.07525144178244779;Can you call me at home?
14.129229500000001;0.010613284537881563;Just my thoughts.
14.130558399999998;0.08830998307974629;Mike, are you aware of this?
14.144777999999999;0.06571959282415488;I am out of town until Friday.
14.1645088;0.10620480169242098;Yes I will be back tonight.
14.1711249;0.06786312423207275;Message is getting through.
14.1812072;0.059196424366120756;Best of luck and stay in touch.
14.186803000000001;0.0351829664245802;What does Hunter think?
14.1873897;0.0180402685297445;Hanover deal done.
14.18848;0.004995720223426841;We must be consistent.
14.1942511;0.12512372234787236;Please leave it to Brian.
14.210253;0.04795131111576252;Yes, I am playing.
14.2169707;0.1116339035659552;I am on a plane, sorry.
14.2203217;0.004047356039344011;She has absolutely everything.
14.2218307;0.061742362014427274;Please coordinate with him.
14.225944599999998;0.12208221947567018;As you know, this stinks.
14.2261184;0.08989130025663308;Do we know what we need?
14.229016399999999;0.12287923402613277;Make sure they are current.
14.2388167;0.12000396540490421;Was it a car wreck?
14.238836699999998;0.1211063402994074;Ill find someone to do it.
14.252817499999999;0.026487274088576814;Leaving the in-laws.
14.257193;0.05046869684719743;Lynn and Steve will attend for me.
14.2594023;0.014714754485693737;I plan to be in the office tomorrow.
14.261403000000001;0.01012771554968612;See you soon!
14.2672416;0.07902637218981055;Did you differ from me?
14.2678561;0.0953953389792142;Thats a lot of dollars.
14.268659999999999;0.12369634688015738;He would love anything about rocks.
14.2728897;0.016846177827773638;Ill call later.
14.27851923;0.05360499594399797;Hope you guys are doing fine.
14.2800295;0.017167878459008384;No material impact.
14.299202;0.07401012686097282;We are waiting on the cold front.
14.29998;0.07241445996067154;Ill get you details.
14.3078389;0.026506125973304095;Congrats big time.
14.309718100000001;0.08220872692808488;Is this the only time available?
14.315938899999999;0.02636942679885495;All ideas welcome.
14.317954799999999;0.08924982644172856;He will be available via phone.
14.3246761;0.05091172475186715;If you need John speak up now.
14.331883699999999;0.059022158935977044;We are on the road to Palacios.
14.3320866;0.05229248324971928;Thanks for the quick turnaround.
14.3329351;0.11268100644991084;A bit behind on my emails.
14.3331968;0.025072456495285365;I have a high level in my office.
14.339205699999999;0.12178650834691188;Steve Gilbert is working on this.
14.342921999999998;0.0654302836109701;Would you like to take Cam?
14.34633923;0.043785286898701176;On call with S&L now.
14.3477629;0.045309144779325426;Id be happy to.
14.35253;0.12647655435921856;We are about to leave Heaven!
14.354078399999999;0.07396337231597903;Scotty and I will be in NYC.
14.362412599999999;0.0643697344685077;Chris Foster is in!
14.3657352;0.06178584361491378;I wanted to go drinking with you.
14.3668845;0.07683212235032169;I am on my way to Heaven.
14.3757367;0.05905519436964299;I think Im OK.
14.376272499999999;0.02814118856703187;I just had my head in the clouds.
14.379100000000001;0.02299538818027964;Its raining here.
14.380736;0.07296638844909299;Are you feeling better?
14.380841;0.04351378737726847;Let me know when you get this.
14.385626799999999;0.10699994803609646;Please send to Gary Smith.
14.4137196;0.0491975130882721;What do you think about that sir?
14.4144591;0.11522435092186173;I didnt think we had.
14.417272899999999;0.12155602606932582;Met with Senators in DC.
14.4225212;0.010883515154726098;Ken agreed yesterday.
14.4282571;0.12805742890324662;Where do I go for lunch?
14.428539999999998;0.12227284603609027;Please send me an email.
14.4326551;0.115632004249444;I guess thats it for now.
14.4359606;0.028079940158907708;And how would I be going for work?
14.4418325;0.07715015098712873;I changed that in one prior draft.
14.4457701;0.11744565418105471;Thus have nothing to destroy.
14.4461003;0.0797587699576705;He is pretty tapped into it all.
14.4468415;0.0758763337960488;Its not looking too good is it?
14.448553699999998;0.045096133095297114;Do you know anything?
14.4528;0.06882512134024076;Are you two talking?
14.454246099999999;0.12399554807178567;Thanks I needed that today!
14.4617629;0.04251255884783324;Lets wait until Monday.
14.467887600000001;0.004792162718397209;The contract is a bit complicated.
14.4720203;0.02594706929560894;I told Gary you could make the call.
14.476843599999999;0.04906506802158433;1 - 5 questions on that.
14.4905689;0.06753919901838706;He cant help himself.
14.491771999999997;0.06572942556413915;Wonder what next week will bring.
14.4947732;0.10857948426295624;Do we need to discuss?
14.496718300000001;0.021824184793054528;Nothing for Paige.
14.503288;0.009335811677654378;I would be glad to participate.
14.5058;0.006105715094286774;Trader Support Group
14.5064756;0.10359951534610654;Ill give it to you tomorrow.
14.5090729;0.08409313448442113;You can reply via email.
14.511185099999999;0.06239148076620035;I am looking forward to the salad.
14.512828899999999;0.0313134011554532;We need a process to deal with this.
14.5162731;0.11100611473137796;I wont be home until 6.
14.53272521;0.033495531098534696;Next time ask Jim to call me.
14.539535099999998;0.007538132365418206;I am monitoring email.
14.5411048;0.05558837819164206;I want to thank everyone involved.
14.543009000000001;0.01095735129501237;Im in traffic.
14.551362999999998;0.08301559243753855;But I believe answer will be yes.
14.5579831;0.06761947813816256;Let me know if I can help.
14.56009353;0.04732900367571921;How long can you guys shop?
14.5678133;0.12119274399073096;I just tracked down Steve.
14.5695172;0.0706274193000105;Does Friday at 10 work for you?
14.5716299;0.06322279177737715;I sent you a message earlier today.
14.5766075;0.019200877157627586;TW of course.
14.5815453;0.07318833806098915;I think I get this everyday now.
14.58281;0.007557894294487631;They have to go away and have a think.
14.586631099999998;0.06451480471255022;Conference call with partners on Tuesday.
14.5966183;0.02010940776935317;How much volume?
14.599916499999999;0.07473698313220992;Yup he can do it by phone.
14.616235199999998;0.06587510589402225;Ill send you minutes.
14.6167458;0.027575109902200533;I am sorry you had to come in.
14.617656199999999;0.08755731987238534;They are firmly sitting on the fence.
14.6210572;0.1034047759433701;I hear Tim has huge problems.
14.6248243;0.030837175232896166;I will call in 20 to 30 minutes.
14.6286111;0.12404111485740252;We went to Palacios to fish.
14.6346367;0.05133257995398443;Stop working weekends again.
14.6444924;0.09322655151437843;We are headed to Austin tomorrow.
14.651447699999999;0.026895986761830828;There will be some better news later today
14.6669706;0.0152045341658556;Will it be delivered?
14.683295099999999;0.034861444489187404;Bill is doing a great job on this.
14.683319699999998;0.08006720456427754;What number should he call you on?
14.6849561;0.05776097912473697;Let me know where you might be.
14.68862;0.03556872974485525;We are working on this as we speak.
14.688855799999999;0.028893928838925387;Ill call you to set up a time.
14.6932708;0.049099115893319556;Yes I like perfume.
14.703009999999999;0.09093896273112033;I guess we are almost there right?
14.705553599999998;0.11842140516193322;Please forward to Kevin Howard.
14.7058991;0.08274105301012363;Hope your trip to Florida was good.
14.707496199999998;0.03471670512317867;I am getting lots of questions.
14.7104897;0.011329668804418339;Rosco was great.
14.722612999999999;0.09030032748812801;This message is about new building tour.
14.723899099999999;0.08326772398985018;How about a call today at 2?
14.725623299999999;0.11843439276089106;Yes I am coming twice.
14.7311673;0.01967517774233448;I will try to reach you on Wednesday.
14.7392127;0.028006754560131658;Im on a conference call.
14.741242499999998;0.03750239843400542;They said it was supposed to snow here.
14.744400200000001;0.13549164087240365;I would expect an answer ASAP.
14.749188799999999;0.12579057922204379;no, but thank you for offering.
14.750688199999999;0.05542276437533337;Did we get ours back?
14.7511837;0.07613244687399026;What is happening to the stock price?
14.753995699999999;0.13338910997474762;Hopefully this can wait until Monday.
14.75661877;0.041459152236434794;Have you done any deals yet?
14.759432;0.09325473637458147;I have other things to worry about!
14.760263199999999;0.1132637517212299;Forward it into Steve for approval.
14.7631561;0.03380210639954112;Maybe stuff we do more of next year.
14.7635469;0.09118407489097566;We need to bring them along slowly.
14.7684711;0.08425018597755789;I will be checking up with Lisa.
14.7707537;0.07457181358990878;But we should pay them the 4500.
14.773443299999999;0.09522784737537254;Hi, how are things there?
14.7778258;0.06814821472123794;Can we have them until we move?
14.7915362;0.09421857541672211;Do you have a number for Steve?
14.7921002;0.035000091972748906;I was trying to remember what Bobby said.
14.793860299999999;0.11514612359888399;Dont know how that happened.
14.8004403;0.09302312375547492;Are we ready for this on Monday?
14.801446199999999;0.0945783645198342;I will get Georgie to call you.
14.815786;0.08834228093761692;I think Tim wants to move quickly.
14.8167045;0.012770898668417886;Is Kathy here?
14.8197584;0.09012764837224073;He played goalie almost the entire game.
14.821966100000001;0.13587596035259117;How can we get these answers?
14.833450299999999;0.11425427912609203;On the plane, doors closing.
14.8371581;0.09000960849024738;Check and find out from my calendar.
14.844363399999999;0.04724273883096306;Thanks Dan, well look after him.
14.849584499999999;0.026992777282269256;I doubt that it is forecasted.
14.8539879;0.034697982154629894;Is this a standard language?
14.863906;0.01721173731512547;Can you handle?
14.8660775;0.07215396885368175;Thanks for your leadership on this issue.
14.869726499999999;0.0990608140828469;Has it been mentioned yet?
14.872597199999998;0.12445780755210228;Tax gave us the same feedback.
14.8778015;0.0015707063804377551;Thank you, dear.
14.8814946;0.10826404353040997;Your voice cheered me up.
14.8880611;0.054940567588033284;No, at least not to my knowledge.
14.888200000000001;0.004018793845245145;Alaska Highway Pipeline
14.889436;0.09651361872689963;Thank you for your prompt reply.
14.8899964;0.06017841587329597;So should I drive tomorrow?
14.8989075;0.047080733471179005;Have a great evening!
14.8998563;0.03272433119664507;I think in this case specific is better.
14.902857099999999;0.05108462748674439;What happened to Savita?
14.902995099999998;0.07754979151674156;That would likely be an expensive option.
14.9126574;0.06791634539535016;I think we should consider this request.
14.9166542;0.10877556699165196;Could you see where this stands?
14.9222291;0.13735847786901817;Is there anything major going on?
14.931999999999999;0.003816405502887852;Great job, Kevin.
14.9322918;0.12230973659870921;Much better than carrying a laptop.
14.9419897;0.008902237117748535;Call me ASAP.
14.9444151;0.030039300055573852;Yes we need to get it in ASAP.
14.9445786;0.0010681576807624515;Tonight is my anniversary.
